gene	EPI_E5	PE_E5	EPI_E6	PE_E6	EPI_E7	PE_E7
C5orf51	6.2	6.3	8.4	14.1	13.9	13.1
SKA1	14.6	15.5	13.5	23.6	21.6	22
SLC26A8	0.5	0.5	0.3	0.2	0.1	0
RPLP1	3064.8	2827.5	3989.5	3179.5	4902	4579.1
HERC3	2.4	2.7	1.8	3.3	2.6	3.1
AQP7	0.1	0.3	0.8	0.2	0	0
ZNF818P	0.4	0.3	0.8	0.3	0.5	0.6
UBE2A	75.9	84.7	102.4	102.6	109	93.3
EIF2AK4	14.4	12.6	11.2	6.5	11.4	11.4
PRKDC	27.1	24.4	31.1	30.5	29	26.2
FAM9C	2.2	1.7	3.2	2.3	6.9	3.3
ACTL6A	58.8	72.1	65	95.3	73.6	66
BAZ2B.uid_2983	1.3	0.8	0.8	1.5	0.5	0.9
PLEKHG4	0.5	0.4	0.3	0	0.1	0.1
PKM	227.2	247.1	381.6	419.9	408.7	529.9
HPS4	5.5	6.8	4.2	3	5.2	3.7
FLYWCH2	29.3	28.2	20.1	14.7	20.4	25.8
DLG4	0.1	0	0.3	0.4	0.3	0.6
PROSER2-AS1	2.7	4.9	3.1	3.1	7.6	7.5
ANAPC11	402.3	378.6	414.4	336.1	399	368.3
ZNF616	1.7	1.9	3.2	2.4	2.6	1.1
OR3A2	0.1	0.1	0.3	0.2	0.5	0.1
KLC3	1	0.8	2.6	1.4	2.3	1.4
RAD54L	40.2	32.5	28.1	19.6	21.6	17.7
KATNAL1	3.5	2.3	1.5	1	0.7	0.7
BCAP29	5.5	6.7	5.2	6.3	4.2	5.6
CDK5	35.7	29	45.9	33	37.3	28.6
PCNX	2.1	1	1.8	1.6	1.5	1.3
SLC38A5	0.1	0.4	0.4	0.5	0	0
ILVBL	15.6	12.3	15	17.1	18.8	16.7
LINC00643	0	0	0.6	1	6.3	7.1
LRRC28	8.4	12.7	9.2	8	11	13.8
HBS1L	10	11.4	9.1	17.6	11.9	12.9
EHBP1	4.7	5.9	4.8	6.6	4	6.2
PEX7	4.5	2.5	3.5	2.2	2.2	2.8
YWHAQ	143.4	167.7	150.9	187.3	174.4	144.3
LACC1	0	0.2	0.1	0.2	1	0.6
ASB1	4.1	4.3	5.7	2.2	4.2	3.9
CCDC92	0	0	0.1	0.4	0.2	0.5
EIF1	588.8	556.8	626.3	569.3	727.4	691.6
TMEM68	11.4	15.1	11.8	19.6	24.1	24.2
NIFK	97.4	101.7	119	128.5	145.3	118.3
PEX11G	0.2	0.4	1.6	0.7	1.2	0.8
FAM73B	7.1	5.4	8.4	5.4	4	5.1
SIGLEC5	0	0	0.1	0.1	0.3	0.1
RPL28	494.1	454.9	508.3	338.8	460.5	509.9
IFT80	1.8	2.6	1.9	3.2	2.1	2.7
C6orf89	5.2	5	3.9	4.3	3.9	4.9
MSH3	5.6	6	8.2	6.6	4.9	5.9
DTD2	1.5	2.8	1.5	1	1.6	1.6
SLC16A4	0.3	0.4	1.6	1	0.3	0.7
GFOD2	11.6	10.9	16.6	18.6	23.6	19.9
XRRA1	2.6	3.5	3.6	2.5	1.4	2.1
KIAA0430	2.1	2.2	2.7	2.7	3.7	2.6
UQCC1	33.3	34.1	30.9	49.4	31.4	34.7
COPG2	3.4	2.7	1.7	3.5	3	2.4
TRIM14	7.2	7.6	5.7	2.5	5.8	5.4
FAM63A	0.8	0.8	0.5	0.7	0.3	0.1
KIF16B	4.8	4	5.1	3.3	6.5	5.3
SPRED1	2.1	2	1.6	2.1	1.2	1.7
CRLF1	0.1	0.2	0.1	0.1	0	0.8
BIN1	33.5	27.6	37.8	27.9	29.7	35.4
ZC3H3	6.8	5.7	8.3	5.1	7.7	6.8
LOC494127	1.9	1.7	2	1.4	1.7	1.2
TMEM70	88.7	94.5	93	113.7	120.6	107.4
LTV1	65.1	66.3	54.8	95.8	72.3	78.1
AUH	11.1	10	17.9	8.3	18.4	15.3
TCAP	0	0	0.2	0.6	0.1	0.9
ARHGEF11	3.1	3.2	1.6	0.9	1.6	1.7
CC2D1A	7.1	5.1	7.7	5.6	5.2	6.2
RIT2	0.4	0.7	0.5	4.1	1.5	1.1
MTERF	8.1	10.1	9.2	18.6	9.7	9.7
ANKRA2	8.4	10.3	7.2	6.6	9.5	7.5
C22orf29	3.3	3.2	3.3	4.4	3.9	2.9
SEPT10	4.2	6.6	3.8	4.2	4.1	6.6
ZHX3	0.8	0.9	0.4	0.9	0.2	0.6
TMEM33	18.4	22.9	24.6	44.6	21.2	23.7
FAM20A	0.8	1.2	1.2	0.1	0.2	0.1
BSCL2.uid_15605	0.5	0.4	1.5	1.4	1.3	2.3
ACYP1	10.9	11.7	17.8	34.1	43.7	44.5
PMM1	20.9	20	20.3	22	22.5	30.8
STOML1	5.4	5.9	3.4	2.4	2.5	1.6
CAMLG	31.2	37.9	49	40.6	38.7	34.6
REP15	0.3	0.8	0.1	0.2	1	0.3
LY6G6C	1.3	1.6	2.2	3	10.3	14.4
EYA3	12.7	11.6	14.7	25	17.7	15.8
SMDT1	4.9	5.3	8	5.9	10.1	12.8
JMJD8	15.8	13.6	19.1	16.7	12.9	16
PSAT1	27.8	37.9	81.8	113.4	97.9	82.5
PDE3A	0.1	0.1	0.3	0	0.2	0.2
TEAD1	5.7	5.2	9.3	16.7	16.3	19.1
PAXBP1-AS1	0.2	0.1	0	0.4	0.4	0.4
SNHG17	143.6	133.3	162.2	89.2	133.1	139.6
PERP	21	26.1	25	48.6	44.2	44.1
ZNF32	9.8	7.8	9.7	3.6	6.4	5.3
TMEM203	16.9	13.3	12.1	7.9	9.6	13
MAP4K3	7.6	5	8.1	6	6.1	6
TEKT2	0.1	0	0.6	0.5	1	0.3
EEF1E1.uid_8159	1.5	0	0.3	0.4	0.5	2.8
STXBP5	1.9	2.1	2.7	3.1	1.7	2.1
HDDC3	51	51.4	41.6	35.6	28.2	20
SMAD7	10	9.6	25.5	10.5	14.2	13.5
ZC3H18	11.7	9.3	11.3	8.8	9.3	11.4
REPIN1	6.9	3.4	6.6	5.6	5.2	5.5
IMMT	75	90.2	66.1	82.4	70.2	62.8
LOC101929655	0	0.1	0.1	0.2	0.1	0.6
TNKS	1.5	1.8	1.6	2.1	3	3.6
KIAA1432	1.5	1.9	1.9	3.1	2.4	1.7
ATP6V1C1	13.9	15.2	13	23.7	19.6	18.8
USP15	9.4	10	8.6	16.2	12.6	11.3
HS3ST3A1	2.3	1.7	2.6	1	1	0.8
BRAF	5.6	4.2	2.6	2	3.1	4.3
TGFBR1	3	3	3.1	2.9	1.9	2.6
FEN1	88.8	90.6	82.5	101.8	106.7	93.2
CEBPA	14.2	12.6	15.4	27.1	33.2	39.7
TMEM126B	42.3	42.6	49.7	79.3	76.1	72
TBL1XR1	29.8	28.9	41.2	51.1	25.6	30.7
UBE2N	73.5	87.4	78.3	103.6	98.8	91.9
RPS19	1995.8	1948.3	2252.9	1868.1	2328.2	2289.3
FBXL13	0.3	0	0.2	0.2	0.1	0.2
TRPV2	0.7	0.2	1.8	5.4	26.5	27
LINC01220	0.1	0	0	0	0.4	0
COX7B	1497.8	1529.4	1780.9	1739.3	990.6	1181.2
IQCG	3.1	3.4	6.8	13.5	6.6	7.7
SALL3	1.9	1.7	1.4	0.8	0.7	0.3
UBP1	8.9	8.1	12.4	9.8	9.3	8
GDI1	11.7	9.2	16.8	12.2	12.6	16.6
ZBTB1	5.9	7	6.6	9	8.4	6.5
RBM41	10.4	9	10.8	10.8	8.5	5.2
RPS12	890.3	745	736.2	668.8	952.6	1102
TUBG1	52.1	60.5	55.9	61.8	78.8	66.8
RPL37A	2272.5	2103	2537.8	2001	2649.9	2664.3
C12orf65	20	18.4	15.2	18.7	18.5	11.8
MEIS3	1.1	0.3	0.5	0.1	0.2	0.2
ACPP	10.7	14.2	5.3	4.3	6.2	2.7
PDAP1	39.5	37.9	45.9	40.1	45.7	54.8
EEF1A1	61.3	73.9	53.4	48.3	60	55.5
CHST14	2.2	1.5	5.8	4.7	3.8	6.1
CRIM1	4.1	2.7	3.2	5.2	6.1	5.9
ST3GAL6-AS1	0.5	0	0.9	1.5	3.1	3.8
TMEM14B	74.4	82.1	75.3	66.9	79.8	67.9
C1QTNF6	4.5	5.3	6.2	12.2	7.5	7.6
OTUD6A	0.4	0.2	0.4	0	0.5	1
SRSF2	257.9	253.9	305.9	210.8	321.2	348.6
CCDC18	3	3.2	2.6	3	2.8	1.5
TMEM194B	0.4	0.3	0.4	0.3	0.3	0.6
CAP2	0.9	0.3	0.4	0.7	1.1	0.7
LIG3	18.7	16.9	20.3	22.1	22.8	18.6
PPP6C	19.2	20.8	22.3	27.1	25.4	31.1
ZNF566	5	5.3	5.4	6	6.1	4.4
LGALS1	112.5	140.8	284.3	184.7	137.7	114
NHP2L1	370.1	330.5	446.1	472.6	548.9	492.6
NUBP1	32.7	32.4	26.5	32.2	31	29.5
ARL2BP	19.5	28.1	19.7	21.1	19.2	23
LBX2-AS1	1.1	1	0.9	1	1.3	2.1
POLL	11.1	6.9	6.8	5.8	8.5	6.5
CRADD	19.3	17.6	22.3	16.7	16.5	11.7
PAN2	4.3	3.5	2.2	6.7	1.7	0.8
ALX1	3.5	3.9	1.7	2.4	2.4	1.2
SNHG1	242	218.1	245.6	259.8	210.6	253.9
UCKL1	32.8	44.6	31.4	35	31.8	26
SCAF4	19	20.3	20.4	17.8	15	18.5
BEAN1	0	0.3	0	0	0.3	0.2
GRPR	0.1	0.5	0.5	0.3	0.5	0.7
SEC11A	82.9	100.2	103.7	173.6	206.4	230.6
KIF26B	0.1	0.1	0.1	0.1	0	0.1
MTUS1	4.3	2.9	6	5.6	8.1	7.2
UFSP2	14.2	13.7	12.4	20.8	11.2	11.4
NME2.uid_22044	96.7	92.5	99.3	48.7	61.9	59.4
CRYAB	0	0.2	2.2	0.1	1.1	1.1
HMGXB4	18.2	16.2	13.2	12.3	10.6	7.7
SIPA1	1.8	2.2	3.8	1.4	3.2	4
SEPSECS-AS1	1.4	1.4	0.8	1.3	0.8	1
RPAIN	73	66	71.3	77.7	72.4	72.4
RAB12	4.7	3.3	7	3.9	4.1	2.9
IMP3	194.1	190.4	253.3	255.8	298.6	250.1
MYO5A	4	3.8	4	2	3.9	3.5
ADAT1	3.6	4.2	4.2	4.3	5.7	4
ARNT	9.2	7.9	8.7	8.4	9.3	7.9
ZNF609	3.6	3.2	2.8	2.4	2.6	3.5
SERTAD2	7.4	9.3	5.3	10.5	8.4	8.5
GNB3	0.4	1	0.4	0.6	0.6	0.3
POP5	83.7	75	79.4	128.9	116	129.8
TPM3	170.4	210.4	157.1	184.9	145.5	199.7
LSR	16.8	12.9	35.5	15.8	24.9	21.9
IRAK1BP1	0.9	1.1	1.1	0.5	0.4	0.1
LOC101927811	0	0	0	0.4	0.4	0.9
B4GALT3	26	23.8	24.3	36.2	46.3	45.2
RHOV	15.9	9.3	13.4	8.7	8.9	9
LOC101928168	4.6	3.4	1.8	1.4	1.7	2.2
UPRT	4	3	5.9	6.2	3	4.3
CYB5R1	9.2	11.1	14.4	26.4	53.5	60.9
ARFGEF2	10.7	11.3	11	7.9	8.2	7.6
IRX4	0	0.1	1.5	1	4.7	7.7
ZNF277	8.3	7.7	8.7	11.7	26.7	24.4
ABCF2	39.5	50.9	42.2	55.7	43.7	39.8
TMEM63A	8.2	10.3	8.1	5.1	10.4	7.9
LOC101928571	0.1	0.6	0.2	0.2	0	0.3
ZBTB4	0.6	0.4	0.6	1.3	1.1	1.2
MS4A12	2.4	1.1	0.3	0.2	0.8	0.2
ADSL	114.5	112.3	139	167.4	143.9	126.6
ZDHHC14	0.3	0.4	1.5	2	1.7	3.4
RIOK1	24.5	29.2	31.9	50.6	40.3	42.8
NIM1K	0.6	1.1	1.5	3.5	1.7	1.1
TSHZ1	0.4	0.1	0.2	0.1	0.1	0.1
MXD1	1.4	1.9	1.6	4.3	13.4	12.5
SLC5A5	8.5	8.1	9.6	10.5	9.4	11
ACP5	52.2	46.1	61.6	23	21.2	25.2
CHAMP1	1.7	1.2	1.7	1.3	1.7	1.1
MPPE1	2	2.9	4.2	4.2	3.2	1.9
EEF1E1.uid_8163	63	56.6	81.1	146.7	122.1	125.8
NDUFB3	214.1	220	151.2	172	120.9	146.2
ARL9	0	0.1	0.1	0.3	0.3	0.1
TDRD3	6.6	3.5	6.1	6.3	5.4	5.4
SLC2A12	0.2	0.3	0.6	0.4	0.2	0.2
EMC3	111.5	129.3	94.2	151.4	108.3	111.7
LOC100652758	2.9	0.6	0.2	0.2	1.1	0.3
CAB39L	3.3	2.8	3.8	6.3	6.2	7
WBSCR22	140.9	154.9	118.7	202.1	165.2	173
MADD	2.6	2.7	3.4	3.9	2	3.1
GABARAPL1	158	173	141.5	90.4	170.3	170.8
PGAM1	47.6	47.5	60.3	47.1	51.1	45.6
MGME1	32	44.3	23.1	26.6	31.5	30.9
SNORA62	19.3	17.1	27.3	8.8	13.6	9.5
NEXN	3	2.9	3	1	1.7	1.4
TSSK6	0.1	0.4	0.4	0.3	0.4	0.1
OMA1	16.2	16.1	11.5	17	8.4	7
PAPOLA	42.3	38.1	46.2	82.6	203.4	197
ADAMTS2	0.7	0.2	0.3	0	0.1	0.2
SLC2A4	3.1	2.3	1.6	1.4	1.5	1.4
HIST3H2BB	0	0.4	0.1	0.4	1.4	2.2
SPNS2	0.1	0	0.2	0.3	0.4	0.6
ZNF92	13.9	14	9.2	12.2	9.7	11.5
SLC30A3	0	0	0	0.1	0.1	0.1
RCBTB2	0.6	0.2	0.6	0.5	0.8	1
C22orf23	0.5	1.1	0.5	0.7	0.6	1
RPS3	938.8	884.1	1052.9	935.2	1167.5	1216.9
GALNS	1.2	1.4	1.6	5.3	6.9	6.2
GRTP1	17.9	20	21.4	16.7	11.2	13.2
ZCCHC11	3.8	3.6	4.5	3	3.8	3.4
CRHR1-IT1	1.2	0.5	1.4	1.3	0.7	0.3
FLVCR1-AS1	14.4	10.2	8.2	7	4.5	5.1
CAMK2N1	0.9	1.5	0.4	0.7	0.3	0.7
KPNA3	43.9	43.5	38.2	36.8	26.9	31.9
TAF9	118.8	122.8	169.2	210.8	195.3	180.1
ZNF724P	8.1	8.4	8.9	10.9	13.8	13.3
C6orf57	5.9	7.1	4.2	3.2	3.9	2.4
PPP5C	27.9	36.5	50.9	27.1	45.3	46
FLJ33360	0	0	0.2	0.1	0	0
RPL23AP32	1.5	3.5	2.6	1.9	1.8	1
LGALS8	1	0.5	0.4	0.5	0.8	0.6
ZNF148	3.9	2.4	3.8	4.3	3.4	3
ARFRP1	18.2	22.9	18.9	15.4	16.7	12.7
GID8	23.2	20.3	23.9	21.3	18.3	23.5
TANK	15.3	16.1	13.5	24.7	34	34.9
LHX2	1	0.1	0.1	0.1	0.2	0.2
AUNIP	24.9	23.7	19.1	21.1	21.4	17.8
HPS1	24.5	29.4	20.7	22.7	28.2	20.9
PLS3	28.4	35.9	41.4	79.2	58	54.9
CENPK	17.6	22.2	27.1	31.3	28.3	22
GTF2F1	55.5	49.7	47.7	43.7	42.7	50.5
PARL	77.5	72.1	56.4	67.8	78.2	70.2
OSER1-AS1	3.4	2.3	3.5	1.8	4	3.7
ELL3	1.3	1.2	0.7	1.9	1.5	1.7
FRS2	3.1	4.2	3.4	5.9	6	6.9
NEDD1	6.2	6.9	7.3	12.3	10.8	9.8
DDX58	1.6	1.5	1.7	1.4	1.3	0.7
NUDT17	0.9	1.5	1.7	2	0.7	1.2
CEP72	4.6	4	3.5	9.2	6.2	5.9
EEF1B2	247	262.1	246.8	195	249.6	232.4
LUC7L2.uid_9394	19	20.4	22.6	14.6	16	19
YEATS4	57.8	64.9	55.1	58.7	53.5	40.3
KNSTRN	80.2	98	60	108.5	106.5	112.7
RMDN3	24.5	24.1	24.4	39.4	33.2	36
NDUFS2	132	129.3	101.6	125.7	100.2	91.7
LPCAT2	0.5	0.4	0.7	0.3	0.5	0.8
HADH	21.2	22.1	29.2	25.2	26	20.9
AZIN1	45.8	54.6	40.9	72.9	56.8	54.7
NUDT16	4.9	4.1	4	4.7	6	5.2
TRPM6	2.2	1.7	1.8	3.3	1.6	1.1
GPD2	28.3	27.2	12.2	9	5.9	6.8
VEZT	8.6	11.4	7.8	10.6	12.4	15.5
KIAA1033	6.7	7.1	10.5	9.8	9.2	6.4
PTTG1	229.9	221.9	152.7	180.2	196.6	180.5
GMFG	0.1	0.4	0.6	0.2	0.7	0.1
UBA6	9.4	11.2	8.2	14.1	7.6	8.4
REV3L	4.2	3.9	3.4	5.5	3.9	4.4
TRIM61	25.6	24.4	20.1	9.3	6.5	6.5
KPTN	13.8	15.1	15.3	16	17.6	14.6
SBDSP1	28.3	23.2	31.4	37.6	35.3	31
OR51I1	0.1	0	0	0.8	0.1	0
IRX3	4.4	2.1	2.4	0.3	0.2	0.3
NIT1	19.3	22.3	9.8	21.5	23.4	25.5
KIF14	1.6	2.5	1.8	4.4	7.1	8.2
SGOL2	13.5	15.2	8.9	16.5	17.5	21.3
SPIN4	7.1	10.7	6.9	12.3	8.2	10.2
NOL7	126.7	135.9	132.8	73.5	195.6	210.6
LOC653712	2.6	0.9	0.9	1	0.7	0.4
WDR76	4.4	3.1	2.3	4.1	5.5	4.5
PPARD	9.2	8.6	8.6	8.2	10.2	12.7
FLG-AS1	0.5	0.7	0.4	0.5	0.1	0.1
NUP85	48.9	48.1	56.8	68.9	59.9	52.1
GSG2	7.6	6.5	4.3	8	11.7	11.5
TMEM39A	7.3	8.1	7.2	13	13	14.2
TMEM38A	0.6	0.9	0.9	1	0.7	0.1
ANO9	0	0.1	0.2	0.3	0.1	0.3
PRSS50	0.6	0.3	0.1	0.1	0	0.1
ZNF662	1.3	1.2	0.3	0.8	0.1	0.3
TCEA2	4.2	1.6	1.7	1	0.5	0.7
ZSCAN18	1	0.6	0.6	0.4	1.3	0.8
IL17RC	0.7	0.4	1.8	0.4	0.7	0.4
MLLT6	2.2	2	1.6	0.4	0.8	1
FKBP15	4.5	5	8.3	7.6	6.2	8.5
KBTBD4	8.5	9.4	11.2	20	21.1	22.5
SLC25A46	11.4	13.9	12.7	20.1	19	19.2
SCAF11	19.4	19.9	14.6	17.3	14	16.9
KBTBD3	0.4	0.3	0.3	0.6	1	0.7
KDM4D	1	0.5	0.8	0.8	0.6	1.6
WDR54	15	10.8	8.2	8.7	9.9	4
FASTKD2	14.2	15.5	11.9	17	12.6	11.5
IQCB1	11.4	12.5	10.5	19.8	13.7	12.9
PLXNA2	1.3	1.2	1.7	3.1	5	5.5
FMR1NB	53.5	45.7	74.2	58.3	35.4	23.4
DERL2	65.8	84.3	57.6	76	71.8	61.5
RGS17	0.6	0.3	0.5	0.6	0.3	0.6
GABPB1-AS1	3	2.8	3.2	3.1	4.9	6.7
LIG1	20.4	22	16.2	14.4	14.7	10.6
SNORA53	2.2	1.1	3	2.4	1.4	3.3
HIGD1B	0.1	1.1	0.4	1.2	0.3	1.5
ANKRD13B	0.8	0.9	1.3	0.4	1.1	0.6
NRG4	0.9	0.9	1.6	2.3	0.8	1.2
RANBP2	16.1	12.2	12.3	12.9	11.1	12.4
C1QTNF9B	0.2	0.6	0.2	0.2	0.4	1.3
PEAK1	0.7	0.6	1.3	2.7	2.7	3
HRG	1	0.3	0.7	0.7	0.2	0
COX4I1	2393.7	2387	2058.4	1674	1291.9	1370.3
CCDC62	0.3	0.7	1.1	0.3	0.3	0.2
NOP16	436.9	419.8	456.4	496.2	359.3	310.5
SETMAR	4.3	6.2	4.8	6.4	4.4	6.5
KIF27	1.4	1.1	0.6	0.6	0.9	0.6
AHCYL1	20.1	15.5	31.3	34.8	35.5	42.8
HIST1H2BL	0.8	1.1	0.4	0.1	2.8	1.8
NUP93	51.2	55.1	49.8	55.4	55.1	42.7
IL17RA	1	0.8	1.4	0.4	0.8	0.9
SLC35G1	2.6	3.1	4.2	5.6	4.3	7
LOC643770	0.2	0.4	0.2	0.1	0	0
PHEX	0.2	0	0	0	0	0
BBS10	0.1	0.3	0.2	1.5	0.8	0.9
TMEM169	0	0.1	0.1	0.6	0.4	0.2
NAPB	3.3	4	4.5	6	3.4	2.4
CUL7	1.1	0.9	0.8	1	1.9	0.8
ATG12	18	19.8	19.6	22.6	28	23.2
TMEM107	4.1	3.8	3.3	3.8	6.4	7.9
UBE2R2	16.7	14.8	16.3	14	12.4	15.1
CDAN1	3.5	2	1.5	2	2.1	2.7
CLMP	0.1	0	0.2	1.9	8.3	9.9
ITM2B	92.3	92.9	138.9	89.2	130.8	126.4
ENPP2	0.6	0.5	0.5	2.2	2	2.9
DUSP19	0.1	0.2	0.2	0.4	0.3	0.2
URB1	3.3	2.3	2.7	3.8	2.8	2.5
PPP2R3A	1.3	2.1	2.4	4.5	5.1	5.6
CDS1	6.4	4	5.4	5.9	5.7	6.2
RPL9	74.1	83.3	71.9	86.9	77.8	65.7
RGS12	0.9	0.5	1.4	0.3	0.5	0.5
IARS2	30.9	37.9	42	45.9	48.7	38.9
MARCKSL1	83.1	84.8	127.9	98.6	122.9	111.3
STX7	9.9	11.1	11.3	16.5	11.2	10
FAM192A	34.4	36	21.4	21.9	19.6	22.3
RTP1	4.9	5.3	3.3	4.9	3.3	4.8
MB	2	1.5	0.6	0.7	0.5	0
GDPD3	4.1	4.2	8.8	18.8	4.9	5.6
GPN3	43.1	54.9	55.1	68.6	72.1	65.1
KDM1A	32.6	27.1	31.2	32.4	36.1	44.8
SNORA80E	5.1	4.1	22.4	8.5	6.1	10.4
FAM217B	3.8	4.2	2.6	4	4	3.3
HNRNPH2	29.6	37.7	30.7	48.5	24.2	28.7
MTMR4	3.6	4.9	3.2	5.5	5.1	4
KLK8	36.2	34.1	58.9	20.8	14.6	13.5
FHL3	13.2	13.7	17.3	8.3	12.7	13.3
TSPAN7	0.1	0	0.2	0.8	0	0
IPO11	9	10.5	10.1	16.9	12	11
PTS	73.6	72.9	65.5	111	121.3	124.7
TYK2	8.1	6.4	3.8	5.7	4.7	3.5
RBM45	5.9	6.2	7	9.1	5.2	3
LINC01252	0.1	0	0	0	0	0.1
NDFIP2	17.5	19.8	18.1	30.9	28.9	30
MRPS10	24.4	25.5	21.7	29.8	24.7	21.6
ASXL2	6.2	4.1	5.2	5.1	5.1	4.6
CATSPERG	0.8	0.9	0.7	0.4	0.5	0.5
TNPO3	30.1	29.9	29.3	34.2	35.1	28.8
VILL	0.6	0.5	0.3	0.3	0.3	0.5
AKR7A3	0.3	0.2	0.6	0.4	0.7	0.2
MYO1C	10.5	6.9	11.3	10.8	12.1	13.2
HYPM	0	0	0.4	0.3	1.6	0.8
HSDL2	9.2	10.4	12.3	12.2	12.9	14.9
ZNF480	15.9	20	14.5	15.6	14.8	11.8
MIR663A	6.1	4.4	3.7	0.2	2.5	2.7
RASGEF1A	19.8	20.7	10.6	5.3	7.7	6.9
TRIP10	97.7	86.4	79.6	49.1	53.7	55.6
FAM167A	0	0	0	0	0	0.1
C4orf46	11.1	10.4	9	15.4	11.3	12.6
RPS5	2193.2	2072.9	2442.9	1976.9	2054.6	2189.7
DHX57	4.5	3.5	3.4	5.9	5.4	6.4
VWA9	23.4	22.7	22.8	36.5	34.8	39.1
PPP3CA	0.8	0.7	2.2	2.5	2.3	1.2
STX10	17	8.8	21.7	19.4	37.3	39.1
ADAMTSL3	1.5	1.1	0.5	0.2	0.3	0.1
TMEM99	10.9	8.1	5.3	7.8	9.8	9.1
ATP9B	6	6.5	6.6	2.6	3.8	4.2
PHF21A	1.8	1.5	2.7	1.3	1	0.7
ADNP	22	20.9	22.4	29.8	17.2	20.5
UFL1	7.2	8.1	6.8	11.8	8.7	8.5
COPRS	28.3	24.4	28.7	26.9	28.1	47.3
DDOST	204	241.2	234.4	337.3	291.7	265.8
RAD18	4.5	5.9	5.8	6.5	7	5.8
SRI	54.1	39.3	91.7	95.6	107.9	71.1
LARP4B	15.2	15.4	14	16.1	12	13.7
AQPEP	1.4	1.6	1.9	1	1.6	0.9
RGMB	2.3	2.7	4	3.4	3.2	4
TIAM2	1	1.1	0.3	0.4	1.6	0.4
LEFTY1	9.5	23.1	107.8	39.7	108	97.5
CCNDBP1	51	56.6	37	29	37.3	32.7
THRSP	0.1	0.1	0.3	1.9	0.5	0.8
TMEM216	10.3	10.8	6.6	13.6	10	9.4
NSL1	6.9	7.4	6.1	5.5	5.4	4.8
ATP6V0D1	68.5	79.4	99.6	111.6	89.4	105.8
CYBA	2.9	4.6	13.1	3.9	9.4	11
VASN	0.1	0.2	1.4	0.2	0.9	1.1
HDAC5	5.9	3	6	4.3	12.5	10.5
GABRE	0	0.1	0.7	2.8	1.4	2
LOC399815	1.9	1.7	1.6	2.4	2.4	1.9
LOC102723885	3.6	2.5	5.2	4.6	5	3.1
CKM	0	0	0.1	0.1	0.1	0.3
SLC39A3	34.6	27.2	46.2	22.4	41.8	40.8
PLXNA1	2.9	2.1	3	4.8	5.5	6.6
DEPDC1	4	5.3	3.6	6.6	6	7.5
CSNK1G1	2.1	2.4	1.9	3.9	3.4	4.3
COMTD1	19.1	18.1	33.3	15.4	31	26.5
MUC1	0.5	0.5	1.1	0.2	1.2	0.7
ATP2A1	1.4	1	1.4	1	1.3	1
TAC4	0	0.1	1.1	1.6	0.8	0.2
LAX1	0	0	0.3	0.6	0.1	0
MAK16	18.7	22.4	26.3	45.2	33.2	32.2
IFT74	2.6	2.3	4.6	4.3	5.3	4.3
ME2	3.2	2.4	6.2	4.9	6.5	8.3
ZNF571-AS1	1.2	1.1	1	1.4	0.9	1.3
RHPN2	11.4	8.9	12.2	13.7	5.3	8.6
TTC18	0.3	0.2	0.4	0.6	0.6	0.3
PACSIN1	0.4	0.6	0.3	0.3	0.6	0.1
PSMC4	291.8	280.4	245.6	260.3	401.1	336.6
SNORA48	12.4	22.1	9.5	10.3	20.8	25.4
DNAJA1	222.6	251.8	269.7	343.8	339.5	401.5
WDR26	9.1	8.2	9	9.8	8.2	10.2
ALDOA	1435.7	1515.9	1621.2	1415.1	1619.2	1535.3
C3orf18	0.7	0.7	0.6	0.8	1.1	0.4
ACD	36.8	28.6	30.4	27.1	32.4	25.4
PNLDC1	3	5.3	5.7	2.2	2	2
DGCR11	2.6	1.5	0.9	1.4	1.5	1.1
AADAT	3.6	4.5	7.3	6.5	6.7	4
SNRPD2	936.6	989.6	914.3	937.9	947.7	858.8
COX17	117	111.5	97.8	96.4	73.9	85.5
FAM50A	91	76.8	94.7	88.8	84.8	106.8
C6orf163	1.3	0.7	1.2	0.5	0.9	1.1
ACACA	7.1	7.2	8.7	13.9	9	9.5
AP1G2	29.7	19.6	20.3	19.4	24.5	18.7
GTSF1	236.5	250.3	147.2	251.5	213.1	245.4
SPATC1L	0.5	0.4	0.5	1.3	3.8	6.2
B4GALT2	4.7	3.1	4	4.2	6.7	5.3
RNMTL1	57.3	65	71	75.9	69.5	62.1
DYRK1A	5.1	5.1	5.8	5.9	4.8	5.9
VPS13D	2.2	2	1.1	1.3	1.2	0.7
GMFB	27	29.4	16.9	14.3	14.9	12.1
PCSK4	0.5	0.5	1.1	0.6	0.2	0.4
STK4	5.7	7.7	5.5	9.6	9.5	8.5
RGS16	54.5	55.7	33.5	56.3	64.9	73.7
NBN	8	10.6	9.7	10.5	8.2	6.4
MAFA	0.3	0.2	1.2	0.4	0.3	0.3
ZNHIT6	6.3	4.4	7.4	8.1	6.6	5.6
DNMT1	20.4	15	14	18.7	35.2	40.3
ZNF124	8.6	11	9.9	14.4	11.1	13.1
OSBPL7	0.3	0.3	0.1	0	0	0
PDSS1	10.5	8.9	10.1	12.7	12.6	17.5
NPR1	0	0	0.1	0.1	0.2	0.5
ABCF3	52.6	50.5	39.3	46.9	44	36.3
GOLGA3	11.4	8.1	7.8	12.3	8.4	8
