gene	TE_E5	TE_E6	TE_E7
TBC1D22B	3.6	4	4.4
C10orf111	0.6	0.4	0.5
MED21	22.7	27.6	31.5
FANCC	2	2.1	2.3
TMEM18	28.4	27.3	21
LINC00938	3.2	3.9	3.8
RSC1A1	13.9	13.1	9.3
NCAPH2	54.3	49.3	50.9
MRPL46	201	148	125.3
FGF18	3.6	1.6	1
SERGEF	14.1	15.5	16.3
HNRNPLL	7	7.6	8
LHFP	2.3	2.4	5.1
LURAP1	4.9	2.9	1.3
LINC00657	4.3	4.4	4.1
RHBDD3	25.6	34.3	52.3
PPAPDC2	2.1	1.8	1.4
RAB30-AS1	20.9	18.3	22.7
DDX41	70.2	57.6	41.3
CCDC169	0.6	2.1	2.1
C8orf44	1.5	1.6	1.4
DOK4	4.1	5.2	7.3
C1D	15.3	16.4	17.8
LRFN4	1.7	1.9	1.1
HCAR3	0.7	0.4	0.2
ABHD16B	0.4	0.3	0.4
ELL	9.5	7.2	8.3
THUMPD1	26.2	32.2	29.7
SNORD8	1.4	3.8	2.2
PRRC1	13	16.3	18.2
LMOD3	5.1	0.5	0.4
CLDN7	240.9	207.7	254
CES4A	0.3	0.2	0.3
TMEM185B	0.4	0.8	0.6
ENY2	57.1	69.3	65.7
DISC1FP1	0.1	0.1	0.1
RASAL2	0.9	0.9	2.4
ENOSF1	9.7	9.7	6.9
CDADC1	6.3	4.2	4.1
DIS3	9	13.3	12
CAPN1	27.1	27.7	38.3
RBM27	9.9	13.9	13.9
LOC100128568	0.2	0.3	0.5
ANXA2P1	17.3	18.9	16.8
RSBN1	3.8	4	4.6
RCHY1	14.1	13.9	10.3
TRAPPC5	121.9	81.7	123
SNX30	2.8	3.4	2.2
BIN3-IT1	0.7	0.6	0.7
ERICH2	1.7	1.8	1.1
RPL5	751.2	1135	1078.5
ETV7	0	0.1	0.1
MAGI2-AS3	0.1	0	0
C21orf59	130.8	147	157.5
LUC7L2.uid_9394	21.8	19.9	22
DKC1	154.7	173.2	172.6
PMS2P4	3.2	0.9	0.5
TUG1	12.9	15.3	13.9
SUMO1	69	81.6	100.6
HSD17B7	14.5	12.8	10.5
DERL2	63	48.5	66.6
DCTN6	37.4	52.7	52.1
TBC1D9	0.3	0.4	0.5
GCNT7	0.3	0.5	0.3
FTO-IT1	1	1	1.3
GALR2	0.5	0.6	1.6
MROH1	6	5.5	5.9
TOLLIP	24	13.7	13.9
SETD1A	4.7	4.5	3.6
WDR92	6.2	7.5	7.1
UBXN2A	12.8	14.4	14.8
PRRG1	3.5	2.8	3.2
ILKAP	44.5	47.3	42.7
TMEM223	49	46.4	52.6
TROAP	54	49.1	51.8
CIAPIN1	67.9	72	73.9
TMTC4	4.7	5.2	3.3
ARHGEF2	2.4	3	3.3
E2F8	8.3	10.1	14.5
CD52	5.1	7.2	7.3
ALOX12	0.6	5.6	5.7
PRMT6	13.7	14.8	15.9
NDUFA6-AS1	0.8	0.4	0.2
USP19	6.8	5.9	6.1
USMG5	687	1036.6	844
RDH11	74.2	107.6	109.6
KAAG1	0.3	0.2	0.1
TMA7	110.8	119.5	126.6
NFATC2IP	17.2	14.9	13.9
RNF185	9.3	9.6	11.9
PPP3CC	3	2.4	2.7
ZC3H15	108.5	136.8	131.6
NABP2	7.1	22.9	32.4
RFX1	1.7	2.3	1.8
HIST1H2AK	0.9	0.9	0.6
RTN3	28.5	50	54
ANKRD1	1.8	1.3	0.9
SPINK4	1	0.3	0.8
HOXB13	0.3	0.3	0.2
PLXNC1	0.2	0.7	0.4
TARDBP	61.8	62.4	68.9
SLCO4A1	0.5	6.4	19.8
TPD52L2	92.8	93.9	87.3
ZNF71	2.6	2.2	3.3
RFC2	77.8	68.6	63.4
RNF216P1	23.2	19.4	22.7
RPL23	1402.9	1582.7	1596.6
CASP3	33.8	39.8	38.4
CILP	0	0	0
LOC100287042	0.6	0.4	0.4
C19orf52	9.3	6.8	6.6
LRRN4	0	0	0
NRADDP	0.4	0.3	0.3
SNX24	29.8	21.8	18
HEPH	0.1	0.3	0.2
NDUFA7	170.1	151.1	131.7
ARAF	24.9	23.9	22.9
RNPEPL1	4.5	5.1	3.4
STRBP	12.5	10.6	8.9
NIP7	66.3	62.9	61.9
MRPL28	345.4	207.5	193.7
PDF	6.8	6.6	5.2
SH3GL1	32.7	33.4	31.4
IQCF1	0.6	0.2	0.2
ZNF880	4.6	5.5	3.7
ZBTB16	0.7	0.3	0.1
NPC1	12.4	12.2	12.2
SCARNA5	5.8	1.3	1.3
AP3S1	56.8	51.1	49.9
SAR1B	13	8.7	9.4
HMGN4	32.5	39	62.3
RBL2	2.2	1.3	1.1
DGCR2	11.9	11.4	7.5
MRPS2	148.3	97.3	65.4
CAB39L	3.2	6.5	7.8
B3GALNT2	8.7	12.5	13.3
TTC27	18.1	18	18.1
RPS12	737.8	952.9	1070.8
MAPK8IP1	0.9	1	1
NADSYN1	13.6	12.3	14.9
ANKMY1	0.7	1.4	1.1
UGDH	7.2	14.7	15.3
STX11	1.2	0.3	0.6
METTL10	10.1	9.6	5.2
MDM4	14	16	12.4
UPF3A	4.8	6.2	5.7
CYSRT1	0.2	0.1	0.1
MAOA	1.1	0.7	0.9
SERTAD3	65.6	52.9	57.1
SSTR5-AS1	0.3	0.1	0.2
SF3B5	402	329.6	341.6
SEPHS1	24.5	21.2	20.7
RPGR	3.1	3.4	3.4
NAA20	105.1	127.7	117.2
PPP1R14D	3.4	6.8	5.4
MBNL1	2.9	4.4	3.7
TRAPPC4	127.7	134	129.1
KIF18B	6.8	10.3	9.3
HP09053	0.6	0.5	0.2
PPT2-EGFL8	8.5	2.7	1.4
AP3S2	5.1	3.7	3.8
RSPO2	0.4	0.1	0
VN1R1	0.2	0.4	0.4
LOC102606465	1	1.4	0.6
CCNJ	3.1	7.1	7.8
WNT11	19.1	7.4	10.8
SLC38A2	12.2	51	61.6
TAOK3	24.7	18.4	13.2
SMARCA2	3.2	9	14.9
KLHL14	0.2	0.1	0.1
PPP1R37	2	1.6	1.2
RRP7B	23.4	12.8	11.9
CEBPA-AS1	0.2	0.4	0.5
SRSF10.uid_1003	100	119.8	95.5
SUPT4H1	92.6	157.9	163.2
RUNDC1	4.6	3.7	3.5
ASUN	19.8	20.7	17.9
SUV420H1	9.6	6.7	8.1
IL20RB	0.9	1.4	2.9
SRRM5	0.5	0.2	0.2
AP2S1	529.3	448	466.8
ERCC6L	9.7	12.1	9.9
CABP7	0.4	0.2	0.3
PSMG1	110.5	138.7	132.7
TMEM143	2.7	2.1	2.6
TXNDC16	1.2	0.6	0.7
HID1	0.5	0.8	0.7
ADD3	11.1	10.5	7.5
MAGEA6	0	0.1	0.1
ING1	10.1	10.8	12.2
L3MBTL2	15.8	21.8	21
PPCS	39.1	44.1	35.1
PON2	1.6	3	4.5
SNAR-D	50.5	6.6	10.2
CLEC4C	0.2	0.3	0.1
RNF38	13.6	15.4	17.5
TNPO3	26.1	30.7	31.8
ZMYM5	11.3	11.9	10.6
DNALI1	0.4	1.1	2.1
SPESP1	7.6	3.3	2.7
NOC2L	50.4	49.2	51.8
YJEFN3	5.6	6.8	11.4
ACAP2	5	6.4	7.2
AGPAT6	20.2	17.3	16.3
TOR1B	17	27.1	28.5
LOC731157	0.8	0.4	0.7
ST3GAL4	7.4	13.5	21.8
UEVLD	4.4	3.8	3.8
DIRC2	9.5	12.1	15
REC114	0.9	0.2	0.7
BSPRY	17.6	8.5	6.3
SNORA71D	1	0.6	1.3
TTLL5	5.6	8.3	9
KLHL32	0.3	0.1	0
SH3D21	6.1	4	2.7
SLC20A1	13.5	23.2	26.2
TPTEP1	18.3	19.1	14.9
FBXL6	16.8	9.4	5.9
NEUROG1	0.1	0.6	0.3
KCTD21-AS1	0.4	1.1	1.2
STRA13	171.8	188.7	238.6
CSTA	2.3	2.2	0.8
DGCR6L	22.7	13.8	14.1
LOC101929633	0.7	0.1	1.1
PRELID1	252.2	251.2	239.1
XAGE5	1.6	1.2	1.8
BLOC1S6	8.3	11.2	12.6
UBE4B	10.5	12.4	16.2
MALAT1	280.5	290.1	308.3
LINC00974	0.2	1.4	1.7
TCTEX1D2	3.6	6.5	11.4
RPP30	30.7	32.3	35.8
ZNF300	2.1	3.2	4.4
KIF1A	0.2	0.1	0.1
RNF39	5.6	3.2	2.9
FAF2	17.9	21.4	21.4
IKZF5	8.5	8.8	10.5
PDGFRL	0.2	0.6	0.9
RNF111	7.5	8.1	10.4
AKAP9	6.1	7	7.3
SNAI3	0.6	0.2	0.3
LOC100287015	4	2	3
DCXR	136.3	193.6	181.4
UROS	11.3	12.1	7.5
ACO2	48.8	53	52.6
SLC12A8	0.3	0.4	0.4
PTOV1-AS1	2.9	2.6	3.5
SNRK	4.3	4.7	4.5
NOL9	10.1	12.4	9
RNASE4	0.1	0.3	0.3
LOC642852	0.4	0.6	0.7
HSH2D	5.8	4.2	5.9
TNKS2-AS1	0.6	0.2	0.4
TSKS	0.8	1	0.6
UBE2H	6.5	7.1	15.3
RUNX1	1.7	2.3	4.1
RYBP	15.6	27.6	24.9
STK35	9.2	8.3	8.7
SPERT	0.3	0	0
TMEM247	0.6	2.1	6.1
XPO6	25.3	23.1	19.4
PCNP	41.9	48.8	49.9
MRPL50	139.5	165.1	160.4
LMAN2L	18.1	14.5	17.9
KHDC1	12.3	12.9	20.1
BPIFA2	0.7	0.5	0.3
ABCA7	0.6	0.8	0.9
ZNF770	9.7	11.7	12.1
DAP	11	15.7	18.9
ZC3HC1	31.6	41.5	40.6
NDUFS7	270.7	252.4	193.9
TMEM192	5	5.8	4.9
COA6	172.2	221.9	240.5
LINC00263	3.3	8.1	14
U2AF2	17.9	22.5	26.6
CHORDC1	27.9	48.6	45.2
HIST1H4J	0.6	0.7	2.1
LOC440416	0.4	1.5	2.5
SNHG8	252.4	378.8	412.9
RTEL1	12.7	7.9	6.3
PGAM5	22	28.3	24
SMIM4	80.5	120.6	115.6
ZNF221	0.1	0.4	0.3
TMEM81	1	1.6	1.8
C17orf99	0.3	0.1	0.1
HSP90AA1	728.8	980.3	867.8
CRIPAK	0.8	0.9	0.9
VAC14	12.1	10.2	9.2
AMPD2	4.3	5.9	8.2
KCNIP2	0.2	0.7	0.4
SMU1	10.1	13.5	13.7
LOC102723703	2.7	1.1	0.9
ATP2C1	14.4	14.9	16.7
CCDC147	0.7	0.1	0.1
SNAR-G1	648.8	89.4	45.4
PHF3	9.4	11.6	10.9
TMED6	1.5	2.4	1.4
TMEM17	0.3	0.4	0.4
KSR1	0.8	1.4	2.6
FBRS	7.6	10.9	15.8
NCAPG2	12	13.5	14.6
HACL1	23.9	29.1	42.4
MECR	32.6	30.4	22.2
PPIP5K2	4.8	9.1	7.8
SUPT20H	12.8	12.9	14.5
OMD	0.3	0.4	0.3
LINC00324	0.2	0.2	0.2
TMEM179	0.2	0.1	0
SNAR-G2	9.2	7.9	6.2
PREPL	6.9	7	5.4
NDUFAF2	23.6	32.1	38.2
KIF9-AS1	0.9	0.4	0.4
SLC5A11	0.6	0.5	0.5
TRAK2	4.8	3.6	3.2
ZSCAN5B	0.9	0.3	0.3
SLC35D2	5.7	5.8	5.6
ZNF184	1.1	2.1	1.7
GALNT4	0.7	0.6	0.6
CNOT7	89.2	105.7	99.5
PIP5K1A	17.5	21.1	26.3
MARK2P9	1.3	0.5	0.7
UFL1	7.6	8.7	7.5
PSPH	6.6	26.3	20.2
CBWD5.uid_11734	7.5	4.5	7.1
ORC2	13.7	16.1	16.3
ANGPT2	0.6	0.6	0.4
FAM19A4	0.5	0.3	0.5
NCLN	36.2	39.7	39.6
PLEKHN1	0	0.1	0.1
ZNF721	5.9	8.1	5.7
GNAS-AS1	0.4	1	0.5
MEN1	6.6	7.9	7
FCHSD2	1.7	1.5	1.6
EFCAB10	0.9	0.6	0.5
ZNF837	0.1	0.1	0
CBX8	2.4	2.5	2.6
SEC23IP	4.6	6.9	8.6
ZNF205	1.4	1.3	1
SON	68.9	78.7	67
CIRBP-AS1	0.6	0.9	1.5
TTC1	90.2	117.8	148.2
ZC2HC1C	1.5	1.1	6.4
NCOA6	9.4	9.7	8.8
WWP2	10	9.9	10.8
DENND4A	1.5	1.1	1.5
COL22A1	0.1	0	0
MARC2	0.4	1.3	2.4
RPS8	1142.4	1273.2	1353
IPO11	11.2	14.1	12.7
B3GALT6	1.5	3.3	4.2
STXBP1	0.9	1.5	3.1
SAMD15	0.6	0.2	0.3
PIGC	21.8	21.5	23.6
HIST1H1A	43.3	54.2	62.5
KLHDC8B	2	2.7	4
SNRPA1	43.1	44.4	50.4
MDM1	2.7	3.4	4
SLC25A46	11.6	18	17.3
MORC4	10.4	11.6	6.4
LINC01315	0.4	1.4	2.3
GTPBP10	4.5	6.4	5.8
LINC00470	1.1	2.8	3.7
RNASE1	33.5	52.5	19.4
AMIGO3	1.2	2.1	1.7
SCYL1	17.5	17.2	22.3
SNAPIN	39.7	31.8	31.6
ELF1	9.8	10.9	11.5
KIFC2	0.6	0.9	0.5
PDRG1	79	59.1	65.5
TUBA1C	1216.5	942	764.3
IL34	15.9	16	8
LDOC1L	0.3	0.5	0.9
LINC00958	1.8	4.2	7.3
STK24	15.1	12.9	12.9
CNTFR	1	0.1	0.1
BHLHE40-AS1	0.1	0.3	0.4
UBXN8	23.9	30.1	25.9
LCA5L	0.2	0.2	0.1
GLB1L3	1.1	1.8	1.4
HIST1H2AH	35	22.8	29.4
CORT	0.7	0.7	0.5
CCDC87	0.5	0.1	0.3
LCORL	4	4.6	4.9
APBA1	0.1	0	0
CSN3	0.2	0.1	0.3
CNIH2	0.5	0.6	1.1
RDM1	4.4	5.3	1.3
PLOD1	18.4	21.5	18.7
PPIL3	45.9	45.5	39.1
USP37	4.2	4.9	4.4
NME9	0.6	0.9	0.2
FBXO9	8.3	10.5	13.5
UBE2F	44.7	47.5	43.7
CPS1	0.3	0.1	0
AP1G2	12.9	17.4	23.6
FEZ1	0.5	0.2	0.3
TAF1A-AS1	2.3	1.5	2.3
RNASEK.uid_21279	10.6	22.5	34.6
REPIN1	7.5	8	8.2
LRP12	1.4	1	1
RPL19	1269.6	1510.1	1729.6
ATP5B	1494.8	2074.7	1817.9
NBEAL1	1.3	1.9	1.4
SNORD79	28.2	31.5	31.3
SLC1A6	1.4	0.1	0.7
BMPR1A	3.8	4.3	2.8
APOBEC2	1.4	3.7	6.3
RNF123	5.6	6.3	7.2
ZNF718	3.4	6	3.4
TXN2	202.9	173	147.3
ANXA2P3	16.5	17.3	16.2
LTA	0.6	0.2	0.1
HIATL2	0.6	0.8	0.9
SYNJ2BP	6.7	7.5	7.3
LARP4	30.5	34.6	39.2
LRRC58	2.7	8.7	13.3
GSTCD	5.2	6.5	4.8
NUPL2	20	28.3	22.1
CPED1	0.6	0.3	0.2
ALG12	10.3	11.8	13.3
LOC100129924	0.3	2.2	1.7
FOXI3	6.1	1.3	2.6
TLE4	2.2	3.5	4.9
LOC101927100	0.5	0.5	0.7
C14orf80	11.1	6.4	5.1
LRRC57	8.4	8.9	10.9
VPS39	6.5	5.8	5.7
ZCCHC9	21	30.5	28.6
TCEANC2	4.2	4.1	3.9
TRIM62	0.7	0.8	1
INO80	6.7	7.2	7.2
DHX15	90.8	132.8	109.6
TMEM170A	54	65.7	69.3
BTG3	38.3	37.7	41.9
USP49	1	1.3	1.9
PEX12	3.7	3.1	2.6
SPG11	2.7	2.7	1.9
DONSON	8.3	10.9	10.3
OXLD1	17.1	12.5	15.9
TMEM110	2.7	2.3	2.5
ZSCAN21	17.3	7.1	7.6
BAZ2A	10.6	9.5	10.3
MIR98	2.1	1	1
EIF2B4	101.3	77.4	76.9
RNF41	6.1	9.9	9.9
ACSL3	56.9	67.9	47.6
M1AP	2.5	3.7	2
CDC42BPB	3	3.1	3.3
CLTA	332.4	378.2	427.6
ZCCHC17	80	75.4	90.3
CSTF2T	6.2	8.1	8.9
RBKS	4.5	2	1.3
PLEKHH3	1.9	3.2	5.4
RTFDC1	93.5	85.8	94.6
EHMT1	9	9.1	9.6
ZNF530	3.2	3.3	2.8
ANKIB1	6.4	7	5.9
RFESD	0.9	1.3	0.7
CALML5	2.6	0.4	2.2
SYNGR3	17.5	17.4	6.6
MTRNR2L5	0.7	1.1	0.6
SDHA	53.5	48.9	39.4
NLGN2	0.4	0.7	1.5
ZNF83	5.6	6.9	7.3
PGRMC2	6.1	7.5	12.2
AQP8	0.3	0.3	0.1
LAMTOR5-AS1	3.8	1.8	1.2
RNGTT	8.9	8.8	8.4
SPECC1	13.7	14.8	17.9
CTCFL	0.6	0.5	0.3
PHF21B	1.9	1	0.8
ALDOA	1400.8	1438.1	1542.4
LOC102724050	1.3	1.4	1.3
TNIP2	31.5	36.8	46.7
RHBDF1	5.1	3	3.1
LRP8	0.8	0.9	1.3
RPL26	615.2	745.7	745.2
MAPK9	8.8	8.9	6.8
LINC01300	1.1	0.3	0.4
CPSF6	24.2	31.4	26.9
SRP68	41	35.5	32.6
TAF7	36.7	33.8	40.8
HOXD8	0.4	0	0
RRAGA	28.7	31.9	43.7
FAM212B-AS1	0.3	0	0
HARBI1	8.4	5.9	4.8
RPS18	846.4	902.3	915
SNORD19	5.7	6	4.5
PTBP3	13.2	18.2	20.2
BCS1L	70.8	52.4	29.8
LSG1	32.1	28.8	29.8
C11orf57	9.3	11.7	14.9
DEPDC4	1	0.6	1
LINC00501	1.7	0.5	0.5
APOD	3	11.9	5
ERCC5	4	3.3	3.3
LOC101927750	0.3	0.3	0.5
SFSWAP	12.7	11.8	13.4
NID1	25	31.9	21.9
LRRC48	0.6	0.6	0.6
MKI67	19.8	16	18.6
GPATCH8	11.1	13.1	11.6
SEC22C	3.2	7	8
DYNLL1-AS1	1.5	3.5	5.4
SIL1	35.9	29.3	39.7
UNC45A	9.1	16.5	18.9
LOC100130075	0.4	0.3	1.4
SLC7A6OS	36.1	25.8	27.8
PLS1	2.2	2.5	4.4
GALE	47.1	35.8	23.7
TOM1L1	3.8	4.4	2.5
LINC00640	0.4	0.1	0.2
ECE2	74.8	107.1	128.2
FAM73B	5.8	4.5	4.5
IST1	48.6	50.7	56.2
ZNF507	2.9	2.4	2
TIRAP	0.7	1.8	3.1
ZNF646	1	0.7	0.8
ARMC7	20.6	24.5	16.4
C19orf10	247	207	219.5
MIR7111	10.7	6.1	7.7
N6AMT1	17.1	15.1	10.1
SLC35F2	37.2	45.4	35.3
MEX3D	1.2	2	1.8
ICAM1	0	0.4	0.3
RFC1	10.8	11.8	12.1
BATF	1.8	5.4	9.3
C16orf62	7.7	5.8	4.3
C4orf33	3.4	5.8	3.5
USP36	16.3	20.3	15.5
TRAPPC9	1.3	1	0.9
PGAP2	33.3	45	41.2
RBM39	127.1	113.9	115.2
RAB11A	79	88.2	88.1
RPUSD1	39.7	45	46.6
MBD2	8.2	9.9	9.1
SYCE1L	0.2	0.2	0.2
SNORA4	12.7	13.6	10.6
NSUN5P1	4.1	5.4	6.5
PCTP	5.9	9.9	12
HINT1	241.5	641.9	891.8
GABRA5	1.1	0.6	0.5
CHAF1A	27	19.7	16
TPD52	7	14.4	15.4
MRPS6	71.4	137.5	163.7
SRSF2	218.7	282.3	304.8
ASGR1	0.3	0.8	1.1
POLR1D	253.8	340.3	309.7
USB1	12.4	13.5	21.9
TBC1D24	0.6	1.5	1.8
MAZ	114.8	110.4	109.6
EXOSC10	59.9	66.5	64.1
MBD4	30	35	41.4
SPATA25	0.7	0.5	0.1
GPR107	6.1	6.6	7
ZNF214	0.3	0.6	0.7
C16orf87	16.7	21.5	21.7
VAMP5	6.5	4.7	9.3
NHLRC1	0.7	0	0
ACBD6	16	14.2	20.2
CHST10	1	0.7	0.6
RNASEH2A	97.2	97.2	99.3
AHI1	2.2	3.9	2.5
TRUB1	8.2	8.9	6.1
PARP3	0.2	0.1	0.2
ZNF860	0.2	0.7	1
PGRMC1	56.7	60.6	56.5
ZNF595	4.4	5.6	3.2
DEF8	150.7	81.9	66.8
LOC344967	3.9	3.3	4.1
MRPS7	294.1	305.7	290
SYNE4	0.5	2	2.9
MBTPS2	2.4	3.3	1.8
TRAPPC2L	408.5	430.9	341.4
LINC00379	0.1	3.5	9.7
CXXC1	30.6	35.6	40.4
LOC100288748	0.4	0.6	0.6
GPSM2	0.9	1.3	2.6
UBAC2-AS1	2.8	1.1	0.7
RHOT2	58.6	58.9	49.6
SNORD17	138.6	63.6	57.8
CWC25	19.9	16.6	18.4
MKLN1	5.8	6.6	5.3
SNORA16A	7.5	11.4	9.6
WDR48	12.7	14.6	17.9
ZBTB11-AS1	3.9	2.7	2.3
TMEM74	0.3	0.5	0.6
SLC4A1AP	28.2	22.4	21.8
SP3	7.2	9.4	9.2
LOC101928122	0.8	0.2	0.1
P2RY13	0.3	0.6	1
GEMIN5	8.6	11.1	8.3
RPLP0	569.6	605.2	751.9
GAP43	0.2	0.3	0.1
NNMT	0.2	0.4	1.3
ZUFSP	10.3	11.6	11.2
ZNF493	2.4	3.1	2.6
ERCC1	30.6	11	8.5
RBM41	9.7	11.5	6.7
KRTAP19-8	0.2	0.1	0.2
ZWILCH	28.8	36.3	33.7
PRKAA1	4.6	4.9	4.9
CCDC138	5.2	13.3	12.8
ZFPM2	0.1	0	0.1
LOC641746	2.1	1.4	1
HNRNPH1	207.8	275.2	315.9
TRMT5	5	5.3	5.1
MED19	61.4	49.1	57.6
C14orf142	22.3	37.2	40
LYSMD1	7.1	9.2	10.5
TAS2R19	0	0.3	0.1
KIAA1522	5	2.7	5.3
USP5	19.9	21.3	25.6
LOC100268168	0.3	0.1	0.4
HIST1H2AB	0.6	0.4	1.9
ZNF528	1.7	0.8	0.8
CUL4A	19.2	24.3	21.5
B9D2	13.1	10.3	13.5
FAM207A	22.5	17	8.6
HTR2B	0.5	0.6	0.5
CERS2	25.4	27.2	28.1
ERN1	0.7	0.3	1
SLC38A7	11.6	13.8	14.1
CTD-2201I18.1	0.2	0.1	0.1
SNORD87	22.3	25.2	15.4
POLB	24	24.1	32.1
TSHZ1	0.3	0	0.1
HAMP	1.3	0	1
ABHD15	2.6	2.5	1.2
SNAPC5	43.7	23.6	27.9
MLX	36.1	44.2	52.2
PANDAR	4.7	6.3	5.1
CHCHD4	72.1	51.2	40.4
MIR25	11.1	9	11.6
SV2A	0.1	0.7	0.9
NUDT9	12.2	17.2	15.2
MPHOSPH9	3.1	4.2	3.6
SNORA52	11.3	9.2	9
CELF1	17.2	24.2	21.8
DAD1	472.6	483.8	499.3
TBC1D1	18.4	18.9	9.7
RRS1	41.2	56.4	63.9
PIP4K2A	22.7	29.1	24.3
EID2	4.2	6.7	3.9
DHRS7B	16.1	11.6	14.5
VDAC2	91.1	95.2	81.5
FOXJ2	1.3	1.9	1.7
ANKRD27	5.3	7.5	7.9
EZH1	0.8	1.7	2.5
UBE2R2	14.8	15.1	13.8
CYB5R3	43.4	40.4	44.6
CASC1	0.1	0.1	0.2
ARHGAP5-AS1	2.5	1	1.9
MAP3K7	9.9	12.9	13.6
TTC3P1	0.6	0.9	0.6
POLR3B	9.6	10.6	7.2
C10orf32	4.8	8.7	11
SLC25A20	5.2	4	4
LINC01089	4.6	5.9	7.8
RABL2B	3.2	2.5	2.2
GRAP	0.6	0.4	0
SNORA80B	6.8	8.1	5.2
MICALL1	8	7.1	9.6
PARP4	1	0.5	0.8
SOX12	0.4	0.6	0.5
DNAJC24	4	5.3	6.4
TMEM89	0.2	0.7	0.6
EI24	61.1	56.4	51.3
RAVER2	0.2	0.2	0.2
LOC100862671	4	8.8	14.7
CLUHP3	0.4	2.5	2.9
FN1	1.2	0.9	0.9
C9orf69	9.7	10.3	7.1
PRR7	0.2	0.8	1.1
FRZB	0	0.1	0.2
ERI2	6.7	5.2	4.9
TMEM67	0.5	1	0.9
C5orf28	2.1	3.8	3.5
TMX3	3.9	7	7.3
C19orf44	1.8	1.9	2.7
KDELR2	67.5	87.9	90.4
LOC284023	0.6	0.6	0.4
PRPF4	42.5	44.4	42.5
NSUN4	13.4	11.3	9.6
CD37	1.2	0.6	0.3
GLG1	16.4	12.8	9.8
ERICH6-AS1	0.3	0.5	0.3
CKAP2	37.7	40.7	34.7
ZNF404	0.5	0.5	0.7
MAP3K5	2.2	0.5	0.2
RPL7A	236.1	254.8	278.3
CUTC	37.2	41.9	38.5
ZNF182	1.6	1.7	1.2
REV1	4.2	5.5	5.4
SH3BGR	1.8	0.5	0.8
MATK	1.2	0.4	0.2
NDUFA11	395.8	404.2	482.9
FH	68.1	72.1	53.7
LSM7	298.7	322.5	366.5
IRS1	0.4	0.9	1.6
SENP7	10.2	6.4	7
SELENBP1	0.2	0.8	0.8
NUDCD1	16.2	24.3	23.4
SCAF4	16.5	17.8	18.1
SPIN3	0.5	1.4	1.9
SYNE2	14.7	8.7	11.8
DBR1	15	22.5	23.1
EMC7	113.2	130.1	164
GHITM	353.8	363.9	353.8
LRRC16A	7.5	8.8	5.7
PLEKHA8P1	3.2	4.4	5.3
MAMDC4	0.4	0.9	0.7
NCOR1	17.5	18.3	17.1
FBXO6	13.5	4.2	1.4
AFAP1-AS1	1.1	0.5	0.2
TMEM116	2.2	4.3	3.6
CCZ1B	1.2	1.2	1
RHBDD2	39	31.6	31
EPB41L4A-AS1	35.2	44	52.4
ZNF805	1.6	2.1	1.6
RIN2	5.5	3.7	2.2
ST13	23.1	34.1	32.7
DEGS2	1.2	0.6	0.3
CES3	1.1	0.2	0
CHUK	9.9	12.4	10.3
RNVU1-19.uid_1705	2	1.1	1.3
KIF3B	6.8	6.2	6.1
CREB1	4.1	4.4	3.5
GADD45A	13	16.3	25.3
HIST1H2AE	2.7	2.1	6.6
SS18L2	85.8	145.1	155.6
KIAA0141	3.3	5.9	5.6
SNORA14B	2.3	1.5	2.3
IFNGR2	1.3	1.4	1.5
LINC00260	1.9	1	1.5
MROH8	0.5	0.5	0.3
SRBD1	5.1	4.9	3.7
ZNF473	7.9	7.8	7.3
RNF187	22.2	16.9	13.2
SNORA74B	0	2.4	0.7
TBC1D32	0.7	1.2	1.6
ZNRD1-AS1	0.7	0.4	0.1
UBE3D	6.9	9.6	10.3
DPM1	99.4	133.8	131.2
PPM1N	5.4	5.1	16.2
TPI1P2	6.8	5.2	5.8
CLP1	37.7	51.2	56.8
KLHL15	1.9	2.8	1.6
FRMD5	0.7	0.9	0.6
ZBED5-AS1	1.6	0.9	1.7
C1orf105	0.7	2.3	5.6
ANKRD42	1.8	1.4	1.6
ADM5	2.2	4.1	4
EIF3J	57.5	69.5	79.4
MYH15	0.1	0.1	0.1
TMEM69	64.4	69.3	74
IMP3	231.7	261.8	263.6
ZC3H3	7.9	6.2	6.7
COX7A2L	316.7	290.1	273.1
PINX1	52.8	44.6	38.4
EIF2A	26	42	44.1
FBXW8	0.7	0.7	0.7
STK19.uid_8457	6.1	4.1	6
B3GAT3	5.6	9.5	12.4
IL23R	0	0	0.1
ATXN2L	16.1	28.9	25.6
RBM12B	3.5	5.2	4.5
RASA2	1.8	3.1	5.1
GGT7	1.2	1.5	2
LEPROTL1	26.8	52.2	57.5
CEP131	11.7	10.3	7.2
LOC101928909	0.8	0.7	0.9
ECH1	99.4	100.2	92.5
ATP6V1D	84.7	77.7	83.8
WDFY2	5.9	4.9	6.6
ZBTB4	0.7	1	1.3
DSCR9	0.5	0.7	0.6
CCT4	242.3	310	289.9
CCNF	38.1	33.7	36.8
PCCB	56.3	48.5	56.4
MTX1	21.7	19	18.5
PDZK1	0.7	0.5	0.2
FLCN	4.7	4.6	7
VDAC1	123.7	132.5	124.9
RUFY2	3.4	2.7	2.8
POU2F3	0.1	0.4	0.8
PTEN	7.7	8.4	6.4
MRPL51	527.5	388.2	400.2
LMF1	2.2	1.5	1
PSMA5	99.8	140.2	152.8
TMEM139	1.5	2.4	4.5
